name	type	country	admin_level
nork-marash		armenia|arm|am|051	2
nor nork		armenia|arm|am|051	2
nubarashen		armenia|arm|am|051	2
shengavit		armenia|arm|am|051	2
ch'arents'avan hamaynk'		armenia|arm|am|051	2
tat'ev hamaynk'		armenia|arm|am|051	2
ashots'k' hamaynk'		armenia|arm|am|051	2
garrni hamaynk'		armenia|arm|am|051	2
p'ambak hamaynk'		armenia|arm|am|051	2
t'umanyan hamaynk'		armenia|arm|am|051	2
k'ajaran hamaynk'		armenia|arm|am|051	2
step'anavan hamaynk'		armenia|arm|am|051	2
yerevan hamaynk'		armenia|arm|am|051	2
khoy hamaynk'		armenia|arm|am|051	2
verin dvin hamaynk'		armenia|arm|am|051	2
hrazdan hamaynk'		armenia|arm|am|051	2
goris hamaynk'		armenia|arm|am|051	2
arevut hamaynk'		armenia|arm|am|051	2
nor hachn hamaynk'		armenia|arm|am|051	2
chambarak hamaynk'		armenia|arm|am|051	2
abovyan hamaynk'		armenia|arm|am|051	2
vanadzor hamaynk'		armenia|arm|am|051	2
tsaghkadzor hamaynk'		armenia|arm|am|051	2
tsaghkahovit hamaynk'		armenia|arm|am|051	2
areni hamaynk'		armenia|arm|am|051	2
arzni hamaynk'		armenia|arm|am|051	2
yeghegis hamaynk'		armenia|arm|am|051	2
sevan hamaynk'		armenia|arm|am|051	2
vayk' hamaynk'		armenia|arm|am|051	2
spitak hamaynk'		armenia|arm|am|051	2
tegh hamaynk'		armenia|arm|am|051	2
vardenis hamaynk'		armenia|arm|am|051	2
gyulagarak hamaynk'		armenia|arm|am|051	2
arak's hamaynk'		armenia|arm|am|051	2
fioletovo hamaynk'		armenia|arm|am|051	2
kapan hamaynk'		armenia|arm|am|051	2
martuni hamaynk'		armenia|arm|am|051	2
ararat hamaynk'		armenia|arm|am|051	2
ani hamaynk'		armenia|arm|am|051	2
jrvezh hamaynk'		armenia|arm|am|051	2
tashir hamaynk'		armenia|arm|am|051	2
masis hamaynk'		armenia|arm|am|051	2
metsadzor hamaynk'		armenia|arm|am|051	2
lorri berd hamaynk'		armenia|arm|am|051	2
jermuk hamaynk'		armenia|arm|am|051	2
armavir hamaynk'		armenia|arm|am|051	2
gyumri hamaynk'		armenia|arm|am|051	2
dilijan hamaynk'		armenia|arm|am|051	2
p'arak'ar hamaynk'		armenia|arm|am|051	2
ijevan hamaynk'		armenia|arm|am|051	2
shamiram hamaynk'		armenia|arm|am|051	2
akhuryan hamaynk'		armenia|arm|am|051	2
sisian hamaynk'		armenia|arm|am|051	2
nairi hamaynk'		armenia|arm|am|051	2
art'ik hamaynk'		armenia|arm|am|051	2
alaverdi hamaynk'		armenia|arm|am|051	2
akunk' hamaynk'		armenia|arm|am|051	2
meghri hamaynk'		armenia|arm|am|051	2
berd hamaynk'		armenia|arm|am|051	2
amasia hamaynk'		armenia|arm|am|051	2
byureghavan hamaynk'		armenia|arm|am|051	2
t'alin hamaynk'		armenia|arm|am|051	2
noyemberyan hamaynk'		armenia|arm|am|051	2
ashtarak hamaynk'		armenia|arm|am|051	2
yeghegnadzor hamaynk'		armenia|arm|am|051	2
lermontovo hamaynk'		armenia|arm|am|051	2
gavarr hamaynk'		armenia|arm|am|051	2
metsamor hamaynk'		armenia|arm|am|051	2
vedi hamaynk'		armenia|arm|am|051	2
artashat hamaynk'		armenia|arm|am|051	2
alagyaz hamaynk'		armenia|arm|am|051	2
vagharshapat hamaynk'		armenia|arm|am|051	2
baghramyan hamaynk'		armenia|arm|am|051	2
ferik hamaynk'		armenia|arm|am|051	2
aparan hamaynk'		armenia|arm|am|051	2
lunda sul|lunda-sul	province	ao|angola|ago|024	1
lunda-norte|luanda norte|luanda	province	ao|angola|ago|024	1
moxico	province	ao|angola|ago|024	1
cuando cubango|cuando cobango|kuando kubango	province	ao|angola|ago|024	1
zaire	province	ao|angola|ago|024	1
uige	province	ao|angola|ago|024	1
malange|malanje	province	ao|angola|ago|024	1
luanda		ao|angola|ago|024	1
cuanza norte|cuanza-norte|kwanza norte	province	ao|angola|ago|024	1
cabinda	province	ao|angola|ago|024	1
bengo	province	ao|angola|ago|024	1
namibe	province	ao|angola|ago|024	1
huila	province	ao|angola|ago|024	1
huambo	province	ao|angola|ago|024	1
cunene	province	ao|angola|ago|024	1
cuanza-sul|kwanza sul	province	ao|angola|ago|024	1
bie	province	ao|angola|ago|024	1
benguela	province	ao|angola|ago|024	1
saurimo		ao|angola|ago|024	2
lucapa		ao|angola|ago|024	2
chitato		ao|angola|ago|024	2
cambulo		ao|angola|ago|024	2
rivungo		ao|angola|ago|024	2
muconda		ao|angola|ago|024	2
luena		ao|angola|ago|024	2
mavinga		ao|angola|ago|024	2
cameia		ao|angola|ago|024	2
bundas		ao|angola|ago|024	2
luau		ao|angola|ago|024	2
luacano		ao|angola|ago|024	2
leua		ao|angola|ago|024	2
dirico		ao|angola|ago|024	2
dala		ao|angola|ago|024	2
camanongue		ao|angola|ago|024	2
alto zambeze		ao|angola|ago|024	2
xa-muteba		ao|angola|ago|024	2
viana		ao|angola|ago|024	2
uige municipality		ao|angola|ago|024	2
tomboco		ao|angola|ago|024	2
soyo		ao|angola|ago|024	2
songo		ao|angola|ago|024	2
sanza pombo		ao|angola|ago|024	2
santa cruz		ao|angola|ago|024	2
quitexe municipality		ao|angola|ago|024	2
quimbele		ao|angola|ago|024	2
quiculungo		ao|angola|ago|024	2
quissama		ao|angola|ago|024	2
quela		ao|angola|ago|024	2
puri		ao|angola|ago|024	2
municipio pango aluquem		ao|angola|ago|024	2
nzeto		ao|angola|ago|024	2
noqui		ao|angola|ago|024	2
negage municipality		ao|angola|ago|024	2
nambuangongo municipality		ao|angola|ago|024	2
caculama		ao|angola|ago|024	2
mucaba		ao|angola|ago|024	2
mbanza congo		ao|angola|ago|024	2
massango		ao|angola|ago|024	2
marimba		ao|angola|ago|024	2
maquela do zombo		ao|angola|ago|024	2
malanje municipality		ao|angola|ago|024	2
lucala		ao|angola|ago|024	2
lubalo		ao|angola|ago|024	2
luanda municipality		ao|angola|ago|024	2
cacongo		ao|angola|ago|024	2
cunda-dia-baze		ao|angola|ago|024	2
kiwaba nzoji		ao|angola|ago|024	2
icolo e bengo		ao|angola|ago|024	2
ngonguembo		ao|angola|ago|024	2
golungo alto		ao|angola|ago|024	2
dembos		ao|angola|ago|024	2
dande municipality		ao|angola|ago|024	2
damba		ao|angola|ago|024	2
cuimba		ao|angola|ago|024	2
cuilo		ao|angola|ago|024	2
cuango		ao|angola|ago|024	2
cazengo municipality		ao|angola|ago|024	2
caungula		ao|angola|ago|024	2
capenda camulemba		ao|angola|ago|024	2
cahombo		ao|angola|ago|024	2
cambambe		ao|angola|ago|024	2
calandula		ao|angola|ago|024	2
cacuso		ao|angola|ago|024	2
cacuaco municipality		ao|angola|ago|024	2
cabinda		ao|angola|ago|024	2
bungo		ao|angola|ago|024	2
bula atumba		ao|angola|ago|024	2
buengas		ao|angola|ago|024	2
buco zau		ao|angola|ago|024	2
bolongongo		ao|angola|ago|024	2
municipio bembe		ao|angola|ago|024	2
belize		ao|angola|ago|024	2
banga		ao|angola|ago|024	2
ambuila municipality		ao|angola|ago|024	2
ambriz		ao|angola|ago|024	2
ambaca		ao|angola|ago|024	2
cangola		ao|angola|ago|024	2
cela		ao|angola|ago|024	2
virei		ao|angola|ago|024	2
ucuma		ao|angola|ago|024	2
tombwa		ao|angola|ago|024	2
chinjenje		ao|angola|ago|024	2
chicala-choloanga		ao|angola|ago|024	2
sumbe		ao|angola|ago|024	2
seles		ao|angola|ago|024	2
quirima		ao|angola|ago|024	2
quipungo		ao|angola|ago|024	2
quilengues		ao|angola|ago|024	2
quilenda		ao|angola|ago|024	2
quibala		ao|angola|ago|024	2
porto amboim		ao|angola|ago|024	2
ombadja		ao|angola|ago|024	2
nharea		ao|angola|ago|024	2
nancova		ao|angola|ago|024	2
namibe		ao|angola|ago|024	2
namacunde		ao|angola|ago|024	2
mussende		ao|angola|ago|024	2
mungo		ao|angola|ago|024	2
menongue		ao|angola|ago|024	2
matala		ao|angola|ago|024	2
luquembo		ao|angola|ago|024	2
luchazes		ao|angola|ago|024	2
lubango		ao|angola|ago|024	2
longonjo		ao|angola|ago|024	2
londuimbali		ao|angola|ago|024	2
lobito		ao|angola|ago|024	2
libolo		ao|angola|ago|024	2
cuvango		ao|angola|ago|024	2
cuito		ao|angola|ago|024	2
cachiungo		ao|angola|ago|024	2
jamba		ao|angola|ago|024	2
humpata		ao|angola|ago|024	2
huambo		ao|angola|ago|024	2
ganda		ao|angola|ago|024	2
ecunha		ao|angola|ago|024	2
ebo		ao|angola|ago|024	2
cuvelai		ao|angola|ago|024	2
curoca		ao|angola|ago|024	2
cunhinga		ao|angola|ago|024	2
cuito cuanavale		ao|angola|ago|024	2
cuemba		ao|angola|ago|024	2
cuchi		ao|angola|ago|024	2
cubal		ao|angola|ago|024	2
cuanhama		ao|angola|ago|024	2
cuangar		ao|angola|ago|024	2
conda		ao|angola|ago|024	2
chongoroi		ao|angola|ago|024	2
chitembo		ao|angola|ago|024	2
chipindo		ao|angola|ago|024	2
chinguar		ao|angola|ago|024	2
chicomba		ao|angola|ago|024	2
chibia		ao|angola|ago|024	2
gambos		ao|angola|ago|024	2
catabola		ao|angola|ago|024	2
cassongue		ao|angola|ago|024	2
cangandala		ao|angola|ago|024	2
cambundi-catembo		ao|angola|ago|024	2
municipio camacupa		ao|angola|ago|024	2
camacupa		ao|angola|ago|024	2
camucuio		ao|angola|ago|024	2
caluquembe		ao|angola|ago|024	2
calai		ao|angola|ago|024	2
caimbambo		ao|angola|ago|024	2
cahama		ao|angola|ago|024	2
caconda		ao|angola|ago|024	2
cacolo		ao|angola|ago|024	2
caala		ao|angola|ago|024	2
bocoio		ao|angola|ago|024	2
bibala		ao|angola|ago|024	2
benguela		ao|angola|ago|024	2
municipio balombo		ao|angola|ago|024	2
bailundo		ao|angola|ago|024	2
baia farta		ao|angola|ago|024	2
andulo		ao|angola|ago|024	2
amboim		ao|angola|ago|024	2
barkeol		ao|angola|ago|024	2
municipio cazenga		ao|angola|ago|024	2
catumbela		ao|angola|ago|024	2
belas		ao|angola|ago|024	2
cacula		ao|angola|ago|024	2
samba caju		ao|angola|ago|024	2
misiones	province	argentina|032|arg|ar	1
formosa	province	argentina|032|arg|ar	1
buenos aires f.d.|ciudad autonoma de buenos aires|buenos aires	city	argentina|032|arg|ar	1
entre rios	province	argentina|032|arg|ar	1
corrientes	province	argentina|032|arg|ar	1
buenos aires		argentina|032|arg|ar	1
tucuman	province	argentina|032|arg|ar	1
tierra del fuego	province	argentina|032|arg|ar	1
santiago del estero	province	argentina|032|arg|ar	1
santa fe	province	argentina|032|arg|ar	1
santa cruz	province	argentina|032|arg|ar	1
san luis	province	argentina|032|arg|ar	1
san juan	province	argentina|032|arg|ar	1
salta	province	argentina|032|arg|ar	1
rio negro	province	argentina|032|arg|ar	1
neuquen	province	argentina|032|arg|ar	1
mendoza	province	argentina|032|arg|ar	1
la rioja	province	argentina|032|arg|ar	1
la pampa	province	argentina|032|arg|ar	1
jujuy	province	argentina|032|arg|ar	1
cordoba	province	argentina|032|arg|ar	1
chubut	province	argentina|032|arg|ar	1
chaco	province	argentina|032|arg|ar	1
catamarca	province	argentina|032|arg|ar	1
partido de zarate		argentina|032|arg|ar	2
departamento de villaguay		argentina|032|arg|ar	2
partido de vicente lopez		argentina|032|arg|ar	2
veinticinco de mayo		argentina|032|arg|ar	2
departamento de veinticinco de mayo		argentina|032|arg|ar	2
departamento de uruguay		argentina|032|arg|ar	2
partido de tres de febrero		argentina|032|arg|ar	2
partido de tordillo		argentina|032|arg|ar	2
partido de tigre		argentina|032|arg|ar	2
departamento de tapenaga		argentina|032|arg|ar	2
partido de tandil		argentina|032|arg|ar	2
departamento de tala		argentina|032|arg|ar	2
partido de suipacha		argentina|032|arg|ar	2
departamento de sauce		argentina|032|arg|ar	2
departamento de sargento cabral		argentina|032|arg|ar	2
partido de san vicente		argentina|032|arg|ar	2
departamento de santo tome		argentina|032|arg|ar	2
departamento de san roque		argentina|032|arg|ar	2
partido de san pedro		argentina|032|arg|ar	2
departamento de san pedro		argentina|032|arg|ar	2
departamento de san miguel		argentina|032|arg|ar	2
departamento de san martin		argentina|032|arg|ar	2
departamento de san luis del palmar		argentina|032|arg|ar	2
departamento de san javier		argentina|032|arg|ar	2
departamento de san javier		argentina|032|arg|ar	2
partido de san isidro		argentina|032|arg|ar	2
departamento de san ignacio		argentina|032|arg|ar	2
partido de san fernando		argentina|032|arg|ar	2
departamento de san fernando		argentina|032|arg|ar	2
departamento de san cosme		argentina|032|arg|ar	2
partido de san cayetano		argentina|032|arg|ar	2
san antonio de areco		argentina|032|arg|ar	2
partido de san andres de giles		argentina|032|arg|ar	2
partido de saladillo		argentina|032|arg|ar	2
departamento de saladas		argentina|032|arg|ar	2
partido de roque perez		argentina|032|arg|ar	2
partido de rauch		argentina|032|arg|ar	2
partido de quilmes		argentina|032|arg|ar	2
departamento del primero de mayo		argentina|032|arg|ar	2
departamento de presidencia de la plaza		argentina|032|arg|ar	2
departamento de pirane		argentina|032|arg|ar	2
departamento de pilcomayo		argentina|032|arg|ar	2
partido de pilar		argentina|032|arg|ar	2
departamento de pilagas		argentina|032|arg|ar	2
partido de pila		argentina|032|arg|ar	2
departamento de patino		argentina|032|arg|ar	2
departamento de paso de los libres		argentina|032|arg|ar	2
departamento de parana		argentina|032|arg|ar	2
departamento de obera		argentina|032|arg|ar	2
departamento de nogoya		argentina|032|arg|ar	2
partido de necochea		argentina|032|arg|ar	2
partido de navarro		argentina|032|arg|ar	2
partido de moron		argentina|032|arg|ar	2
partido de moreno		argentina|032|arg|ar	2
departamento de monte caseros		argentina|032|arg|ar	2
departamento de montecarlo		argentina|032|arg|ar	2
partido de monte		argentina|032|arg|ar	2
partido de merlo		argentina|032|arg|ar	2
partido de mercedes		argentina|032|arg|ar	2
departamento de mercedes		argentina|032|arg|ar	2
departamento de mburucuya		argentina|032|arg|ar	2
partido de la matanza		argentina|032|arg|ar	2
partido de presidente peron		argentina|032|arg|ar	2
partido de pinamar		argentina|032|arg|ar	2
partido de marcos paz		argentina|032|arg|ar	2
partido de mar chiquita		argentina|032|arg|ar	2
partido de maipu		argentina|032|arg|ar	2
partido de magdalena		argentina|032|arg|ar	2
partido de lujan		argentina|032|arg|ar	2
partido de lomas de zamora		argentina|032|arg|ar	2
partido de lobos		argentina|032|arg|ar	2
partido de loberia		argentina|032|arg|ar	2
departamento de libertador general san martin		argentina|032|arg|ar	2
departamento de libertador general san martin		argentina|032|arg|ar	2
departamento de libertad		argentina|032|arg|ar	2
departamento de leandro n. alem		argentina|032|arg|ar	2
departamento de lavalle		argentina|032|arg|ar	2
partido de las flores		argentina|032|arg|ar	2
partido de la plata		argentina|032|arg|ar	2
departamento de la paz		argentina|032|arg|ar	2
partido de lanus		argentina|032|arg|ar	2
departamento de laishi		argentina|032|arg|ar	2
partido de benito juarez		argentina|032|arg|ar	2
partido de jose c. paz		argentina|032|arg|ar	2
departamento de ituzaingo		argentina|032|arg|ar	2
departamento de itati		argentina|032|arg|ar	2
partido de punta indio		argentina|032|arg|ar	2
departamento de iguazu		argentina|032|arg|ar	2
departamento de guarani		argentina|032|arg|ar	2
departamento de gualeguaychu		argentina|032|arg|ar	2
departamento de gualeguay		argentina|032|arg|ar	2
departamento de goya		argentina|032|arg|ar	2
partido de general san martin		argentina|032|arg|ar	2
partido de general rodriguez		argentina|032|arg|ar	2
partido de general pueyrredon		argentina|032|arg|ar	2
partido de general paz		argentina|032|arg|ar	2
departamento de general paz		argentina|032|arg|ar	2
general obligado department		argentina|032|arg|ar	2
departamento de general manuel belgrano		argentina|032|arg|ar	2
partido de general lavalle		argentina|032|arg|ar	2
partido de general las heras		argentina|032|arg|ar	2
partido de general madariaga		argentina|032|arg|ar	2
partido de general guido		argentina|032|arg|ar	2
departamento de general donovan		argentina|032|arg|ar	2
partido de general belgrano		argentina|032|arg|ar	2
departamento de general alvear		argentina|032|arg|ar	2
partido de general alvarado		argentina|032|arg|ar	2
departamento de formosa		argentina|032|arg|ar	2
partido de florencio varela		argentina|032|arg|ar	2
departamento de feliciano		argentina|032|arg|ar	2
departamento de federacion		argentina|032|arg|ar	2
partido de exaltacion de la cruz		argentina|032|arg|ar	2
partido de esteban echeverria		argentina|032|arg|ar	2
departamento de esquina		argentina|032|arg|ar	2
partido de escobar		argentina|032|arg|ar	2
partido de ensenada		argentina|032|arg|ar	2
departamento de empedrado		argentina|032|arg|ar	2
departamento de eldorado		argentina|032|arg|ar	2
partido de dolores		argentina|032|arg|ar	2
departamento de curuzu cuatia		argentina|032|arg|ar	2
departamento de concordia		argentina|032|arg|ar	2
departamento de concepcion		argentina|032|arg|ar	2
departamento de concepcion de la sierra		argentina|032|arg|ar	2
departamento de colon		argentina|032|arg|ar	2
partido de chivilcoy		argentina|032|arg|ar	2
partido de chascomus		argentina|032|arg|ar	2
partido de castelli		argentina|032|arg|ar	2
partido de carmen de areco		argentina|032|arg|ar	2
partido de capitan sarmiento		argentina|032|arg|ar	2
departamento de capital		argentina|032|arg|ar	2
departamento de capital		argentina|032|arg|ar	2
partido de canuelas		argentina|032|arg|ar	2
departamento de candelaria		argentina|032|arg|ar	2
partido de campana		argentina|032|arg|ar	2
departamento de cainguas		argentina|032|arg|ar	2
partido de brandsen		argentina|032|arg|ar	2
departamento de beron de astrada		argentina|032|arg|ar	2
departamento de bermejo		argentina|032|arg|ar	2
partido de berisso		argentina|032|arg|ar	2
partido de berazategui		argentina|032|arg|ar	2
departamento de bella vista		argentina|032|arg|ar	2
partido de arrecifes		argentina|032|arg|ar	2
partido de baradero		argentina|032|arg|ar	2
partido de balcarce		argentina|032|arg|ar	2
partido de azul		argentina|032|arg|ar	2
partido de ayacucho		argentina|032|arg|ar	2
partido de avellaneda		argentina|032|arg|ar	2
departamento de apostoles		argentina|032|arg|ar	2
partido de almirante brown		argentina|032|arg|ar	2
departamento de zonda		argentina|032|arg|ar	2
departamento de zapala		argentina|032|arg|ar	2
departamento de yavi		argentina|032|arg|ar	2
partido de villarino		argentina|032|arg|ar	2
departamento de victoria		argentina|032|arg|ar	2
departamento de vera		argentina|032|arg|ar	2
departamento de general angel penaloza		argentina|032|arg|ar	2
partido de veinticinco de mayo		argentina|032|arg|ar	2
departamento de veinticinco de mayo		argentina|032|arg|ar	2
departamento de veinticinco de mayo		argentina|032|arg|ar	2
departamento de valle viejo		argentina|032|arg|ar	2
departamento de valle grande		argentina|032|arg|ar	2
departamento de valle fertil		argentina|032|arg|ar	2
departamento de valcheta		argentina|032|arg|ar	2
departamento de utracan		argentina|032|arg|ar	2
departamento de ushuaia		argentina|032|arg|ar	2
departamento de union		argentina|032|arg|ar	2
departamento de ullum		argentina|032|arg|ar	2
departamento de tupungato		argentina|032|arg|ar	2
departamento de tunuyan		argentina|032|arg|ar	2
departamento de tumbaya		argentina|032|arg|ar	2
departamento de tulumba		argentina|032|arg|ar	2
partido de tres arroyos		argentina|032|arg|ar	2
partido de trenque lauquen		argentina|032|arg|ar	2
departamento de trenel		argentina|032|arg|ar	2
departamento de trancas		argentina|032|arg|ar	2
departamento de totoral		argentina|032|arg|ar	2
partido de tornquist		argentina|032|arg|ar	2
departamento de toay		argentina|032|arg|ar	2
departamento de tinogasta		argentina|032|arg|ar	2
departamento de tilcara		argentina|032|arg|ar	2
departamento de tercero arriba		argentina|032|arg|ar	2
departamento de telsen		argentina|032|arg|ar	2
departamento de tehuelches		argentina|032|arg|ar	2
partido de tapalque		argentina|032|arg|ar	2
departamento de susques		argentina|032|arg|ar	2
departamento de sobremonte		argentina|032|arg|ar	2
departamento de silipica		argentina|032|arg|ar	2
departamento de sarmiento		argentina|032|arg|ar	2
departamento de sarmiento		argentina|032|arg|ar	2
departamento de sarmiento		argentina|032|arg|ar	2
departamento de santa victoria		argentina|032|arg|ar	2
departamento de santa rosa		argentina|032|arg|ar	2
departamento de santa rosa		argentina|032|arg|ar	2
departamento de santa maria		argentina|032|arg|ar	2
departamento de santa maria		argentina|032|arg|ar	2
departamento de santa lucia		argentina|032|arg|ar	2
departamento de santa catalina		argentina|032|arg|ar	2
departamento de santa barbara		argentina|032|arg|ar	2
departamento de rio grande		argentina|032|arg|ar	2
departamento de san rafael		argentina|032|arg|ar	2
departamento de san pedro		argentina|032|arg|ar	2
